irn,vendor_gstin,invoice_date,taxable_value
INV-005384,24AAACB2894G1ZQ,2026-04-15,208000
INV-005385,19AABCU9603R1ZX,2026-04-16,209375
INV-005386,06AAECS1234B1Z7,2026-04-17,210750
INV-005387,09AAKCS4456L1ZR,2026-04-18,212125
INV-005388,32AACCT2456M1ZP,2026-04-19,213500
INV-005389,INVALID_GSTIN_A,2026-04-20,214875
INV-005390,27AAPFU0939F1Z5,2026-04-21,216250
INV-005391,07BBPFU0939F1Z2,2026-04-22,217625
INV-005392,33CCPFU0939F1Z1,2026-04-23,219000
INV-005393,29ABCDE1234F1Z5,2026-04-24,220375
INV-005394,24AAACB2894G1ZQ,2026-04-25,221750
INV-005395,19AABCU9603R1ZX,2026-04-26,223125
INV-005396,06AAECS1234B1Z7,2026-04-27,224500
INV-005397,09AAKCS4456L1ZR,2026-04-28,225875
INV-005398,32AACCT2456M1ZP,2026-04-29,227250
INV-005399,INVALID_GSTIN_A,2026-04-30,228625
INV-005400,27AAPFU0939F1Z5,2026-01-01,230000
INV-005401,07BBPFU0939F1Z2,2026-01-02,231375
INV-005402,33CCPFU0939F1Z1,2026-01-03,230000
INV-005403,29ABCDE1234F1Z5,2026-01-04,234125
INV-005404,24AAACB2894G1ZQ,2026-01-05,235500
INV-005405,19AABCU9603R1ZX,2026-01-06,236875
INV-005406,06AAECS1234B1Z7,2026-01-07,238250
INV-005407,09AAKCS4456L1ZR,2026-01-08,239625
INV-005408,32AACCT2456M1ZP,2026-01-09,241000
INV-005409,INVALID_GSTIN_A,2026-01-10,242375
INV-005410,27AAPFU0939F1Z5,2026-01-11,243750
INV-005411,07BBPFU0939F1Z2,2026-01-12,245125
INV-005412,33CCPFU0939F1Z1,2026-01-13,246500
INV-005413,29ABCDE1234F1Z5,2026-01-14,247875
INV-005414,24AAACB2894G1ZQ,2026-01-15,249250
INV-005415,19AABCU9603R1ZX,2026-01-16,250625
INV-005416,06AAECS1234B1Z7,2026-01-17,252000
INV-005417,09AAKCS4456L1ZR,2026-01-18,253375
INV-005418,32AACCT2456M1ZP,2026-01-19,254750
INV-005419,INVALID_GSTIN_A,2026-01-20,256125
INV-005420,27AAPFU0939F1Z5,2026-01-21,257500
INV-005421,07BBPFU0939F1Z2,2026-01-22,258875
INV-005422,33CCPFU0939F1Z1,2026-01-23,260250
INV-005423,29ABCDE1234F1Z5,2026-01-24,261625
INV-005424,24AAACB2894G1ZQ,2026-01-25,263000
INV-005425,19AABCU9603R1ZX,2026-01-26,264375
INV-005426,06AAECS1234B1Z7,2026-01-27,265750
INV-005427,09AAKCS4456L1ZR,2026-01-28,267125
INV-005428,32AACCT2456M1ZP,2026-01-29,268500
INV-005429,INVALID_GSTIN_A,2026-01-30,269875
INV-005430,27AAPFU0939F1Z5,2026-01-31,271250
INV-005431,07BBPFU0939F1Z2,2026-02-01,272625
INV-005432,33CCPFU0939F1Z1,2026-02-02,274000
INV-005433,29ABCDE1234F1Z5,2026-02-03,275375
INV-005434,24AAACB2894G1ZQ,2026-02-04,276750
INV-005435,19AABCU9603R1ZX,2026-02-05,278125
INV-005436,06AAECS1234B1Z7,2026-02-06,279500
INV-005437,09AAKCS4456L1ZR,2026-02-07,280875
INV-005438,32AACCT2456M1ZP,2026-02-08,282250
INV-005439,INVALID_GSTIN_A,2026-02-09,280000
INV-005440,27AAPFU0939F1Z5,2026-02-10,285000
INV-005441,07BBPFU0939F1Z2,2026-02-11,286375
INV-005442,33CCPFU0939F1Z1,2026-02-12,287750
INV-005443,29ABCDE1234F1Z5,2026-02-13,289125
INV-005444,24AAACB2894G1ZQ,2026-02-14,290500
INV-005445,19AABCU9603R1ZX,2026-02-15,291875
INV-005446,06AAECS1234B1Z7,2026-02-16,293250
INV-005447,09AAKCS4456L1ZR,2026-02-17,294625
INV-005448,32AACCT2456M1ZP,2026-02-18,296000
INV-005449,INVALID_GSTIN_A,2026-02-19,297375
INV-005450,27AAPFU0939F1Z5,2026-02-20,298750
INV-005451,07BBPFU0939F1Z2,2026-02-21,300125
INV-005452,33CCPFU0939F1Z1,2026-02-22,301500
INV-005453,29ABCDE1234F1Z5,2026-02-23,302875
INV-005454,24AAACB2894G1ZQ,2026-02-24,304250
INV-005455,19AABCU9603R1ZX,2026-02-25,305625
INV-005456,06AAECS1234B1Z7,2026-02-26,307000
INV-005457,09AAKCS4456L1ZR,2026-02-27,308375
INV-005458,32AACCT2456M1ZP,2026-02-28,309750
INV-005459,INVALID_GSTIN_A,2026-03-01,311125
INV-005460,27AAPFU0939F1Z5,2026-03-02,312500
INV-005461,07BBPFU0939F1Z2,2026-03-03,313875
INV-005462,33CCPFU0939F1Z1,2026-03-04,315250
INV-005463,29ABCDE1234F1Z5,2026-03-05,316625
INV-005464,24AAACB2894G1ZQ,2026-03-06,318000
INV-005465,19AABCU9603R1ZX,2026-03-07,319375
INV-005465,06AAECS1234B1Z7,2026-03-08,320750
INV-005467,09AAKCS4456L1ZR,2026-03-09,322125
INV-005468,32AACCT2456M1ZP,2026-03-10,323500
INV-005469,INVALID_GSTIN_A,2026-03-11,324875
INV-005470,27AAPFU0939F1Z5,2026-03-12,326250
INV-005471,07BBPFU0939F1Z2,2026-03-13,327625
INV-005472,33CCPFU0939F1Z1,2026-03-14,329000
INV-005473,29ABCDE1234F1Z5,2026-03-15,330375
INV-005474,24AAACB2894G1ZQ,2026-03-16,331750
INV-005475,19AABCU9603R1ZX,2026-03-17,333125
INV-005476,06AAECS1234B1Z7,2026-03-18,330000
INV-005477,09AAKCS4456L1ZR,2026-03-19,335875
INV-005478,32AACCT2456M1ZP,2026-03-20,337250
INV-005479,INVALID_GSTIN_A,2026-03-21,338625
INV-005480,27AAPFU0939F1Z5,2026-03-22,340000
INV-005481,07BBPFU0939F1Z2,2026-03-23,341375
INV-005482,33CCPFU0939F1Z1,2026-03-24,342750
INV-005483,29ABCDE1234F1Z5,2026-03-25,344125
INV-005484,24AAACB2894G1ZQ,2026-03-26,345500
INV-005485,19AABCU9603R1ZX,2026-03-27,346875
INV-005486,06AAECS1234B1Z7,2026-03-28,348250
INV-005487,09AAKCS4456L1ZR,2026-03-29,349625
INV-005488,32AACCT2456M1ZP,2026-03-30,351000
INV-005489,INVALID_GSTIN_A,2026-03-31,352375
INV-005490,27AAPFU0939F1Z5,2026-04-01,353750
INV-005491,07BBPFU0939F1Z2,2026-04-02,355125
INV-005492,33CCPFU0939F1Z1,2026-04-03,356500
INV-005493,29ABCDE1234F1Z5,2026-04-04,357875
INV-005494,24AAACB2894G1ZQ,2026-04-05,359250
INV-005495,19AABCU9603R1ZX,2026-04-06,360625
INV-005496,06AAECS1234B1Z7,2026-04-07,362000
INV-005497,09AAKCS4456L1ZR,2026-04-08,363375
INV-005498,32AACCT2456M1ZP,2026-04-09,364750
INV-005499,INVALID_GSTIN_A,2026-04-10,366125
INV-005500,27AAPFU0939F1Z5,2026-04-11,367500
INV-005501,07BBPFU0939F1Z2,2026-04-12,368875
INV-005502,33CCPFU0939F1Z1,2026-04-13,370250
INV-005503,29ABCDE1234F1Z5,2026-04-14,371625
INV-005504,24AAACB2894G1ZQ,2026-04-15,373000
INV-005505,19AABCU9603R1ZX,2026-04-16,374375
INV-005506,06AAECS1234B1Z7,2026-04-17,375750
INV-005507,09AAKCS4456L1ZR,2026-04-18,377125
INV-005508,32AACCT2456M1ZP,2026-04-19,378500
INV-005509,INVALID_GSTIN_A,2026-04-20,379875
INV-005510,27AAPFU0939F1Z5,2026-04-21,381250
INV-005511,07BBPFU0939F1Z2,2026-04-22,382625
INV-005512,33CCPFU0939F1Z1,2026-04-23,384000
INV-005513,29ABCDE1234F1Z5,2026-04-24,390000
INV-005514,24AAACB2894G1ZQ,2026-04-25,386750
INV-005515,19AABCU9603R1ZX,2026-04-26,388125
INV-005516,06AAECS1234B1Z7,2026-04-27,389500
INV-005517,09AAKCS4456L1ZR,2026-04-28,390875
INV-005518,32AACCT2456M1ZP,2026-04-29,392250
INV-005519,INVALID_GSTIN_A,2026-04-30,393625
INV-005520,27AAPFU0939F1Z5,2026-01-01,395000
INV-005521,07BBPFU0939F1Z2,2026-01-02,396375
INV-005522,33CCPFU0939F1Z1,2026-01-03,397750
INV-005523,29ABCDE1234F1Z5,2026-01-04,399125
INV-005524,24AAACB2894G1ZQ,2026-01-05,400500
INV-005525,19AABCU9603R1ZX,2026-01-06,401875
INV-005526,06AAECS1234B1Z7,2026-01-07,403250
INV-005527,09AAKCS4456L1ZR,2026-01-08,404625
INV-005528,32AACCT2456M1ZP,2026-01-09,406000
INV-005529,INVALID_GSTIN_A,2026-01-10,407375
INV-005530,27AAPFU0939F1Z5,2026-01-11,408750
INV-005531,07BBPFU0939F1Z2,2026-01-12,410125
INV-005532,33CCPFU0939F1Z1,2026-01-13,411500
INV-005533,29ABCDE1234F1Z5,2026-01-14,412875
INV-005534,24AAACB2894G1ZQ,2026-01-15,414250
INV-005535,19AABCU9603R1ZX,2026-01-16,415625
INV-005536,06AAECS1234B1Z7,2026-01-17,417000
INV-005537,09AAKCS4456L1ZR,2026-01-18,418375
INV-005538,32AACCT2456M1ZP,2026-01-19,419750
INV-005539,INVALID_GSTIN_A,2026-01-20,421125
INV-005540,27AAPFU0939F1Z5,2026-01-21,422500
INV-005541,07BBPFU0939F1Z2,2026-01-22,423875
INV-005542,33CCPFU0939F1Z1,2026-01-23,425250
INV-005543,29ABCDE1234F1Z5,2026-01-24,426625
INV-005544,24AAACB2894G1ZQ,2026-01-25,428000
INV-005545,19AABCU9603R1ZX,2026-01-26,429375
INV-005546,06AAECS1234B1Z7,2026-01-27,430750
INV-005547,09AAKCS4456L1ZR,2026-01-28,432125
INV-005548,32AACCT2456M1ZP,2026-01-29,433500
INV-005549,INVALID_GSTIN_A,2026-01-30,434875
INV-005550,27AAPFU0939F1Z5,2026-01-31,440000
INV-005551,07BBPFU0939F1Z2,2026-02-01,437625
INV-005552,33CCPFU0939F1Z1,2026-02-02,439000
INV-005553,29ABCDE1234F1Z5,2026-02-03,440375
INV-005554,24AAACB2894G1ZQ,2026-02-04,441750
INV-005555,19AABCU9603R1ZX,2026-02-05,443125
INV-005556,06AAECS1234B1Z7,2026-02-06,444500
INV-005557,09AAKCS4456L1ZR,2026-02-07,445875
INV-005558,32AACCT2456M1ZP,2026-02-08,447250
INV-005559,INVALID_GSTIN_A,2026-02-09,448625
INV-005560,27AAPFU0939F1Z5,2026-02-10,450000
INV-005561,07BBPFU0939F1Z2,2026-02-11,451375
INV-005562,33CCPFU0939F1Z1,2026-02-12,452750
INV-005563,29ABCDE1234F1Z5,2026-02-13,454125
INV-005564,24AAACB2894G1ZQ,2026-02-14,455500
INV-005565,19AABCU9603R1ZX,2026-02-15,456875
INV-005566,06AAECS1234B1Z7,2026-02-16,458250
INV-005567,09AAKCS4456L1ZR,2026-02-17,459625
INV-005568,32AACCT2456M1ZP,2026-02-18,461000
INV-005569,INVALID_GSTIN_A,2026-02-19,462375
INV-005570,27AAPFU0939F1Z5,2026-02-20,463750
INV-005571,07BBPFU0939F1Z2,2026-02-21,465125
INV-005572,33CCPFU0939F1Z1,2026-02-22,466500
INV-005573,29ABCDE1234F1Z5,2026-02-23,467875
INV-005574,24AAACB2894G1ZQ,2026-02-24,469250
INV-005575,19AABCU9603R1ZX,2026-02-25,470625
INV-005576,06AAECS1234B1Z7,2026-02-26,472000
INV-005577,09AAKCS4456L1ZR,2026-02-27,473375
INV-005578,32AACCT2456M1ZP,2026-02-28,474750
INV-005579,INVALID_GSTIN_A,2026-03-01,476125
INV-005580,27AAPFU0939F1Z5,2026-03-02,477500
INV-005581,07BBPFU0939F1Z2,2026-03-03,478875
INV-005582,33CCPFU0939F1Z1,2026-03-04,480250
INV-005583,29ABCDE1234F1Z5,2026-03-05,481625
INV-005584,24AAACB2894G1ZQ,2026-03-06,483000
INV-005585,19AABCU9603R1ZX,2026-03-07,484375
INV-005586,06AAECS1234B1Z7,2026-03-08,485750
INV-005587,09AAKCS4456L1ZR,2026-03-09,490000
INV-005588,32AACCT2456M1ZP,2026-03-10,488500
INV-005589,INVALID_GSTIN_A,2026-03-11,489875
INV-005590,27AAPFU0939F1Z5,2026-03-12,491250
INV-005591,07BBPFU0939F1Z2,2026-03-13,492625
INV-005592,33CCPFU0939F1Z1,2026-03-14,494000
INV-005593,29ABCDE1234F1Z5,2026-03-15,495375
INV-005594,24AAACB2894G1ZQ,2026-03-16,496750
INV-005595,19AABCU9603R1ZX,2026-03-17,498125
INV-005596,06AAECS1234B1Z7,2026-03-18,499500
INV-005597,09AAKCS4456L1ZR,2026-03-19,500875
INV-005598,32AACCT2456M1ZP,2026-03-20,502250
INV-005599,INVALID_GSTIN_A,2026-03-21,503625
INV-005600,27AAPFU0939F1Z5,2026-03-22,505000
INV-005601,07BBPFU0939F1Z2,2026-03-23,506375
INV-005602,33CCPFU0939F1Z1,2026-03-24,507750
INV-005603,29ABCDE1234F1Z5,2026-03-25,509125
INV-005604,24AAACB2894G1ZQ,2026-03-26,510500
INV-005605,19AABCU9603R1ZX,2026-03-27,511875
INV-005606,06AAECS1234B1Z7,2026-03-28,513250
INV-005607,09AAKCS4456L1ZR,2026-03-29,514625
INV-005608,32AACCT2456M1ZP,2026-03-30,516000
INV-005609,INVALID_GSTIN_A,2026-03-31,517375
INV-005610,27AAPFU0939F1Z5,2026-04-01,518750
INV-005611,07BBPFU0939F1Z2,2026-04-02,520125
INV-005612,33CCPFU0939F1Z1,2026-04-03,521500
INV-005613,29ABCDE1234F1Z5,2026-04-04,522875
INV-005614,24AAACB2894G1ZQ,2026-04-05,524250
INV-005615,19AABCU9603R1ZX,2026-04-06,525625
INV-005616,06AAECS1234B1Z7,2026-04-07,527000
INV-005617,09AAKCS4456L1ZR,2026-04-08,528375
INV-005618,32AACCT2456M1ZP,2026-04-09,529750
INV-005619,INVALID_GSTIN_A,2026-04-10,531125
INV-005620,27AAPFU0939F1Z5,2026-04-11,532500
INV-005621,07BBPFU0939F1Z2,2026-04-12,533875
INV-005622,33CCPFU0939F1Z1,2026-04-13,535250
INV-005623,29ABCDE1234F1Z5,2026-04-14,536625
INV-005624,24AAACB2894G1ZQ,2026-04-15,540000
INV-005625,19AABCU9603R1ZX,2026-04-16,539375
INV-005626,06AAECS1234B1Z7,2026-04-17,540750
INV-005627,09AAKCS4456L1ZR,2026-04-18,542125
INV-005628,32AACCT2456M1ZP,2026-04-19,543500
INV-005629,INVALID_GSTIN_A,2026-04-20,544875
INV-005630,27AAPFU0939F1Z5,2026-04-21,546250
INV-005631,07BBPFU0939F1Z2,2026-04-22,547625
INV-005632,33CCPFU0939F1Z1,2026-04-23,549000
INV-005633,29ABCDE1234F1Z5,2026-04-24,550375
INV-005634,24AAACB2894G1ZQ,2026-04-25,551750
INV-005635,19AABCU9603R1ZX,2026-04-26,553125
INV-005636,06AAECS1234B1Z7,2026-04-27,554500
INV-005637,09AAKCS4456L1ZR,2026-04-28,555875
INV-005638,32AACCT2456M1ZP,2026-04-29,557250
INV-005639,INVALID_GSTIN_A,2026-04-30,558625
INV-005640,27AAPFU0939F1Z5,2026-01-01,560000
INV-005641,07BBPFU0939F1Z2,2026-01-02,561375
INV-005642,33CCPFU0939F1Z1,2026-01-03,562750
INV-005643,29ABCDE1234F1Z5,2026-01-04,564125
INV-005644,24AAACB2894G1ZQ,2026-01-05,565500
INV-005645,19AABCU9603R1ZX,2026-01-06,566875
INV-005646,06AAECS1234B1Z7,2026-01-07,568250
INV-005647,09AAKCS4456L1ZR,2026-01-08,569625
INV-005648,32AACCT2456M1ZP,2026-01-09,571000
INV-005649,INVALID_GSTIN_A,2026-01-10,572375
INV-005650,27AAPFU0939F1Z5,2026-01-11,573750
INV-005651,07BBPFU0939F1Z2,2026-01-12,575125
INV-005652,33CCPFU0939F1Z1,2026-01-13,576500
INV-005653,29ABCDE1234F1Z5,2026-01-14,577875
INV-005654,24AAACB2894G1ZQ,2026-01-15,579250
INV-005655,19AABCU9603R1ZX,2026-01-16,580625
INV-005656,06AAECS1234B1Z7,2026-01-17,582000
INV-005657,09AAKCS4456L1ZR,2026-01-18,583375
INV-005658,32AACCT2456M1ZP,2026-01-19,584750
INV-005659,INVALID_GSTIN_A,2026-01-20,586125
INV-005660,27AAPFU0939F1Z5,2026-01-21,587500
INV-005661,07BBPFU0939F1Z2,2026-01-22,590000
INV-005662,33CCPFU0939F1Z1,2026-01-23,590250
INV-005663,29ABCDE1234F1Z5,2026-01-24,591625
INV-005664,24AAACB2894G1ZQ,2026-01-25,593000
INV-005665,19AABCU9603R1ZX,2026-01-26,594375
INV-005666,06AAECS1234B1Z7,2026-01-27,595750
INV-005667,09AAKCS4456L1ZR,2026-01-28,597125
INV-005668,32AACCT2456M1ZP,2026-01-29,598500
INV-005669,INVALID_GSTIN_A,2026-01-30,599875
INV-005670,27AAPFU0939F1Z5,2026-01-31,601250
INV-005671,07BBPFU0939F1Z2,2026-02-01,602625
INV-005672,33CCPFU0939F1Z1,2026-02-02,604000
INV-005673,29ABCDE1234F1Z5,2026-02-03,605375
INV-005674,24AAACB2894G1ZQ,2026-02-04,606750
INV-005675,19AABCU9603R1ZX,2026-02-05,608125
INV-005676,06AAECS1234B1Z7,2026-02-06,609500
INV-005677,09AAKCS4456L1ZR,2026-02-07,610875
INV-005678,32AACCT2456M1ZP,2026-02-08,612250
INV-005679,INVALID_GSTIN_A,2026-02-09,613625
INV-005680,27AAPFU0939F1Z5,2026-02-10,615000
INV-005681,07BBPFU0939F1Z2,2026-02-11,616375
INV-005682,33CCPFU0939F1Z1,2026-02-12,617750
INV-005683,29ABCDE1234F1Z5,2026-02-13,619125
INV-005684,24AAACB2894G1ZQ,2026-02-14,620500
INV-005685,19AABCU9603R1ZX,2026-02-15,621875
INV-005686,06AAECS1234B1Z7,2026-02-16,623250
INV-005687,09AAKCS4456L1ZR,2026-02-17,624625
INV-005688,32AACCT2456M1ZP,2026-02-18,626000
INV-005689,INVALID_GSTIN_A,2026-02-19,627375
INV-005690,27AAPFU0939F1Z5,2026-02-20,628750
INV-005691,07BBPFU0939F1Z2,2026-02-21,630125
INV-005692,33CCPFU0939F1Z1,2026-02-22,631500
INV-005693,29ABCDE1234F1Z5,2026-02-23,632875
INV-005694,24AAACB2894G1ZQ,2026-02-24,634250
INV-005695,19AABCU9603R1ZX,2026-02-25,635625
INV-005696,06AAECS1234B1Z7,2026-02-26,637000
INV-005697,09AAKCS4456L1ZR,2026-02-27,638375
INV-005698,32AACCT2456M1ZP,2026-02-28,640000
INV-005699,INVALID_GSTIN_A,2026-03-01,641125
INV-005700,27AAPFU0939F1Z5,2026-03-02,642500
INV-005701,07BBPFU0939F1Z2,2026-03-03,643875
INV-005702,33CCPFU0939F1Z1,2026-03-04,645250
INV-005703,29ABCDE1234F1Z5,2026-03-05,646625
INV-005704,24AAACB2894G1ZQ,2026-03-06,648000
INV-005705,19AABCU9603R1ZX,2026-03-07,649375
INV-005706,06AAECS1234B1Z7,2026-03-08,650750
INV-005707,09AAKCS4456L1ZR,2026-03-09,652125
INV-005708,32AACCT2456M1ZP,2026-03-10,653500
INV-005709,INVALID_GSTIN_A,2026-03-11,654875
INV-005710,27AAPFU0939F1Z5,2026-03-12,656250
INV-005711,07BBPFU0939F1Z2,2026-03-13,657625
INV-005712,33CCPFU0939F1Z1,2026-03-14,659000
INV-005713,29ABCDE1234F1Z5,2026-03-15,660375
INV-005714,24AAACB2894G1ZQ,2026-03-16,661750
INV-005715,19AABCU9603R1ZX,2026-03-17,663125
INV-005716,06AAECS1234B1Z7,2026-03-18,664500
INV-005717,09AAKCS4456L1ZR,2026-03-19,665875
INV-005718,32AACCT2456M1ZP,2026-03-20,667250
INV-005719,INVALID_GSTIN_A,2026-03-21,668625
INV-005720,27AAPFU0939F1Z5,2026-03-22,670000
INV-005721,07BBPFU0939F1Z2,2026-03-23,671375
INV-005722,33CCPFU0939F1Z1,2026-03-24,672750
INV-005723,29ABCDE1234F1Z5,2026-03-25,674125
INV-005724,24AAACB2894G1ZQ,2026-03-26,675500
INV-005725,19AABCU9603R1ZX,2026-03-27,676875
INV-005726,06AAECS1234B1Z7,2026-03-28,678250
INV-005727,09AAKCS4456L1ZR,2026-03-29,679625
INV-005728,32AACCT2456M1ZP,2026-03-30,681000
INV-005729,INVALID_GSTIN_A,2026-03-31,682375
INV-005730,27AAPFU0939F1Z5,2026-04-01,683750
INV-005731,07BBPFU0939F1Z2,2026-04-02,685125
INV-005732,33CCPFU0939F1Z1,2026-04-03,686500
INV-005733,29ABCDE1234F1Z5,2026-04-04,687875
INV-005734,24AAACB2894G1ZQ,2026-04-05,689250
INV-005735,19AABCU9603R1ZX,2026-04-06,690000
INV-005736,06AAECS1234B1Z7,2026-04-07,692000
INV-005737,09AAKCS4456L1ZR,2026-04-08,693375
INV-005738,32AACCT2456M1ZP,2026-04-09,694750
INV-005739,INVALID_GSTIN_A,2026-04-10,696125
INV-005740,27AAPFU0939F1Z5,2026-04-11,697500
INV-005741,07BBPFU0939F1Z2,2026-04-12,698875
INV-005742,33CCPFU0939F1Z1,2026-04-13,700250
INV-005743,29ABCDE1234F1Z5,2026-04-14,701625
INV-005744,24AAACB2894G1ZQ,2026-04-15,703000
INV-005745,19AABCU9603R1ZX,2026-04-16,704375
INV-005746,06AAECS1234B1Z7,2026-04-17,705750
INV-005747,09AAKCS4456L1ZR,2026-04-18,707125
INV-005748,32AACCT2456M1ZP,2026-04-19,708500
INV-005749,INVALID_GSTIN_A,2026-04-20,709875
INV-005750,27AAPFU0939F1Z5,2026-04-21,711250
INV-005751,07BBPFU0939F1Z2,2026-04-22,712625
INV-005752,33CCPFU0939F1Z1,2026-04-23,714000
INV-005753,29ABCDE1234F1Z5,2026-04-24,715375
INV-005754,24AAACB2894G1ZQ,2026-04-25,716750
INV-005755,19AABCU9603R1ZX,2026-04-26,718125
INV-005756,06AAECS1234B1Z7,2026-04-27,719500
INV-005757,09AAKCS4456L1ZR,2026-04-28,720875
INV-005758,32AACCT2456M1ZP,2026-04-29,722250
INV-005759,INVALID_GSTIN_A,2026-04-30,723625
INV-005760,27AAPFU0939F1Z5,2026-01-01,725000
INV-005761,07BBPFU0939F1Z2,2026-01-02,726375
INV-005762,33CCPFU0939F1Z1,2026-01-03,727750
INV-005763,29ABCDE1234F1Z5,2026-01-04,729125
INV-005764,24AAACB2894G1ZQ,2026-01-05,730500
INV-005765,19AABCU9603R1ZX,2026-01-06,731875
INV-005766,06AAECS1234B1Z7,2026-01-07,733250
INV-005767,09AAKCS4456L1ZR,2026-01-08,734625
INV-005768,32AACCT2456M1ZP,2026-01-09,736000
INV-005769,INVALID_GSTIN_A,2026-01-10,737375
INV-005770,27AAPFU0939F1Z5,2026-01-11,738750
INV-005771,07BBPFU0939F1Z2,2026-01-12,740125
INV-005772,33CCPFU0939F1Z1,2026-01-13,740000
INV-005773,29ABCDE1234F1Z5,2026-01-14,742875
INV-005774,24AAACB2894G1ZQ,2026-01-15,744250
INV-005775,19AABCU9603R1ZX,2026-01-16,745625
INV-005776,06AAECS1234B1Z7,2026-01-17,747000
INV-005777,09AAKCS4456L1ZR,2026-01-18,748375
INV-005778,32AACCT2456M1ZP,2026-01-19,749750
INV-005779,INVALID_GSTIN_A,2026-01-20,751125
INV-005780,27AAPFU0939F1Z5,2026-01-21,752500
INV-005781,07BBPFU0939F1Z2,2026-01-22,753875
INV-005782,33CCPFU0939F1Z1,2026-01-23,755250
INV-005783,29ABCDE1234F1Z5,2026-01-24,756625
INV-005784,24AAACB2894G1ZQ,2026-01-25,758000
INV-005785,19AABCU9603R1ZX,2026-01-26,759375
INV-005786,06AAECS1234B1Z7,2026-01-27,760750
INV-005787,09AAKCS4456L1ZR,2026-01-28,762125
INV-005788,32AACCT2456M1ZP,2026-01-29,763500
INV-005789,INVALID_GSTIN_A,2026-01-30,764875
INV-005790,27AAPFU0939F1Z5,2026-01-31,766250
INV-005791,07BBPFU0939F1Z2,2026-02-01,767625
INV-005792,33CCPFU0939F1Z1,2026-02-02,769000
INV-005793,29ABCDE1234F1Z5,2026-02-03,770375
INV-005794,24AAACB2894G1ZQ,2026-02-04,771750
INV-005795,19AABCU9603R1ZX,2026-02-05,773125
INV-005796,06AAECS1234B1Z7,2026-02-06,774500
INV-005797,09AAKCS4456L1ZR,2026-02-07,775875
INV-005798,32AACCT2456M1ZP,2026-02-08,777250
INV-005799,INVALID_GSTIN_A,2026-02-09,778625
INV-005800,27AAPFU0939F1Z5,2026-02-10,780000
INV-005801,07BBPFU0939F1Z2,2026-02-11,781375
INV-005802,33CCPFU0939F1Z1,2026-02-12,782750
INV-005803,29ABCDE1234F1Z5,2026-02-13,784125
INV-005804,24AAACB2894G1ZQ,2026-02-14,785500
INV-005805,19AABCU9603R1ZX,2026-02-15,786875
INV-005806,06AAECS1234B1Z7,2026-02-16,788250
INV-005807,09AAKCS4456L1ZR,2026-02-17,789625
INV-005808,32AACCT2456M1ZP,2026-02-18,791000
INV-005809,INVALID_GSTIN_A,2026-02-19,790000
INV-005810,27AAPFU0939F1Z5,2026-02-20,793750
INV-005811,07BBPFU0939F1Z2,2026-02-21,795125
INV-005812,33CCPFU0939F1Z1,2026-02-22,796500
INV-005813,29ABCDE1234F1Z5,2026-02-23,797875
INV-005814,24AAACB2894G1ZQ,2026-02-24,799250
INV-005815,19AABCU9603R1ZX,2026-02-25,800625
INV-005816,06AAECS1234B1Z7,2026-02-26,802000
INV-005817,09AAKCS4456L1ZR,2026-02-27,803375
INV-005818,32AACCT2456M1ZP,2026-02-28,804750
INV-005819,INVALID_GSTIN_A,2026-03-01,806125
INV-005820,27AAPFU0939F1Z5,2026-03-02,807500
INV-005821,07BBPFU0939F1Z2,2026-03-03,808875
INV-005822,33CCPFU0939F1Z1,2026-03-04,810250
INV-005823,29ABCDE1234F1Z5,2026-03-05,811625
INV-005824,24AAACB2894G1ZQ,2026-03-06,813000
INV-005825,19AABCU9603R1ZX,2026-03-07,814375
INV-005826,06AAECS1234B1Z7,2026-03-08,815750
INV-005827,09AAKCS4456L1ZR,2026-03-09,817125
INV-005828,32AACCT2456M1ZP,2026-03-10,818500
INV-005829,INVALID_GSTIN_A,2026-03-11,819875
INV-005830,27AAPFU0939F1Z5,2026-03-12,821250
INV-005831,07BBPFU0939F1Z2,2026-03-13,822625
INV-005832,33CCPFU0939F1Z1,2026-03-14,824000
INV-005833,29ABCDE1234F1Z5,2026-03-15,825375
INV-005834,24AAACB2894G1ZQ,2026-03-16,826750
INV-005835,19AABCU9603R1ZX,2026-03-17,828125
INV-005836,06AAECS1234B1Z7,2026-03-18,829500
INV-005837,09AAKCS4456L1ZR,2026-03-19,830875
INV-005838,32AACCT2456M1ZP,2026-03-20,832250
INV-005839,INVALID_GSTIN_A,2026-03-21,833625
INV-005840,27AAPFU0939F1Z5,2026-03-22,835000
INV-005841,07BBPFU0939F1Z2,2026-03-23,836375
INV-005842,33CCPFU0939F1Z1,2026-03-24,837750
INV-005843,29ABCDE1234F1Z5,2026-03-25,839125
INV-005844,24AAACB2894G1ZQ,2026-03-26,840500
INV-005845,19AABCU9603R1ZX,2026-03-27,841875
INV-005846,06AAECS1234B1Z7,2026-03-28,840000
INV-005847,09AAKCS4456L1ZR,2026-03-29,844625
INV-005848,32AACCT2456M1ZP,2026-03-30,846000
INV-005849,INVALID_GSTIN_A,2026-03-31,847375
INV-005850,27AAPFU0939F1Z5,2026-04-01,848750
INV-005851,07BBPFU0939F1Z2,2026-04-02,850125
INV-005852,33CCPFU0939F1Z1,2026-04-03,851500
INV-005853,29ABCDE1234F1Z5,2026-04-04,852875
INV-005854,24AAACB2894G1ZQ,2026-04-05,854250
INV-005855,19AABCU9603R1ZX,2026-04-06,855625
